row_id,instruction,raw_input,goal_text,business_context,summary,text,tone_rule,tone_rule_confidence,tone_rule_matches,tone_zs_score_friendly,tone_zs_score_professional,tone_zs_score_luxury,tone_zs_score_emotional,tone_zs_score_persuasive,tone_zs_score_humorous,tone_zero_shot_scored,tone_zero_shot_raw,tone_zero_shot_raw_confidence,tone_zero_shot,tone_zero_shot_confidence,tone_second_choice,tone_second_choice_confidence,tone_phi3,tone_phi3_selected,tone_phi3_done,tone,tone_confidence,tone_agreement,tone_source,tone_needs_review
321,Develop a crisis management strategy for a food brand facing a social media backlash due to a product recall.,"Company: Sunny Snacks, a popular snack food brand. Target audience: Concerned customers and the general public. Constraints: Time-sensitive, high stakes. Goals: Mitigate damage to brand reputation, maintain customer trust. Workflow stage: Post scheduling.","Mitigate damage to brand reputation, maintain customer trust. Workflow stage: Post scheduling.","Company: Sunny Snacks, a popular snack food brand. Target audience: Concerned customers and the general public. Constraints: Time-sensitive, high stakes.","Company: Sunny Snacks, a popular snack food brand. Target audience: Concerned customers and the general public. Constraints: Time-sensitive, high stakes.","Implement a ""Transparency and Action"" strategy, promptly addressing customer concerns on social media, providing updates on the recall and the steps taken to prevent similar incidents. Share behind-the-scenes content showcasing quality control measures and employee testimonials to humanize the brand.",professional,0.5875,strategy,0.06447096168994904,0.04073873162269592,0.035320766270160675,0.2148660123348236,0.5774776339530945,0.0671258494257927,1,persuasive,0.5775,emotional,0.447,persuasive,0.2218,professional,1,1,professional,0.6575,0.6667,three_method_majority,False
322,Create a social media campaign to increase brand awareness for a new sustainable fashion brand.,"Company: GreenCycle, a startup sustainable fashion brand. Target audience: Young adults aged 18-30 who prioritize environmental sustainability. Constraints: Limited budget, no existing social media presence. Goals: Increase brand awareness, drive website traffic, and generate leads. Workflow stage: Strategy.","Increase brand awareness, drive website traffic, and generate leads. Workflow stage: Strategy.","Company: GreenCycle, a startup sustainable fashion brand. Target audience: Young adults aged 18-30 who prioritize environmental sustainability. Constraints: Limited budget, no existing social media presence.","Company: GreenCycle, a startup sustainable fashion brand. Target audience: Young adults aged 18-30 who prioritize environmental sustainability. Constraints: Limited budget, no existing social media presence.","Launch a social media contest, ""Eco-Chic Challenge,"" where followers share their own sustainable fashion tips and tricks using a branded hashtag. Collaborate with eco-influencers to promote the contest and encourage user-generated content. Utilize Instagram Reels and TikTok to create engaging, short-form content showcasing GreenCycle's sustainable fashion practices.",,0.0,,0.06633073836565018,0.05207217484712601,0.0863691046833992,0.06504260748624802,0.5717087984085083,0.1584765911102295,1,persuasive,0.5717,persuasive,0.2475,humorous,0.233,friendly,1,1,friendly,0.6,0.5,phi3_tiebreak,True
323,Develop a targeted email marketing campaign to re-engage inactive customers.,"Company: SmartHome, a smart home automation company. Target audience: Inactive customers who haven't made a purchase in the past year. Constraints: Limited customer data, strict email regulations. Goals: Reactivate inactive customers, increase sales. Workflow stage: Copywriting.","Reactivate inactive customers, increase sales. Workflow stage: Copywriting.","Company: SmartHome, a smart home automation company. Target audience: Inactive customers who haven't made a purchase in the past year. Constraints: Limited customer data, strict email regulations.","Company: SmartHome, a smart home automation company. Target audience: Inactive customers who haven't made a purchase in the past year. Constraints: Limited customer data, strict email regulations.","Design a personalized email campaign, ""Welcome Back to SmartHome,"" offering exclusive discounts and tailored product recommendations based on customers' past purchases. Use AI-powered email segmentation to create targeted groups and craft compelling subject lines that grab attention.",friendly,0.2292,welcome,0.05303692817687988,0.08380261063575745,0.12347139418125153,0.03186913952231407,0.5959700345993042,0.11184993386268616,1,persuasive,0.596,persuasive,0.2781,luxury,0.1845,persuasive,1,1,persuasive,0.3481,0.6667,three_method_majority,True
324,Create a compelling product launch video for a new AI-powered fitness app.,"Company: FitGenie, a fitness technology startup. Target audience: Fitness enthusiasts and athletes. Constraints: Limited budget, short production timeline. Goals: Generate buzz, drive app downloads. Workflow stage: Image generation.","Generate buzz, drive app downloads. Workflow stage: Image generation.","Company: FitGenie, a fitness technology startup. Target audience: Fitness enthusiasts and athletes. Constraints: Limited budget, short production timeline.","Company: FitGenie, a fitness technology startup. Target audience: Fitness enthusiasts and athletes. Constraints: Limited budget, short production timeline.","Produce a high-energy launch video showcasing FitGenie's AI-powered features and user success stories. Utilize 3D animations and motion graphics to visualize the app's benefits and create a futuristic feel. Share the video on social media, YouTube, and the app's website.",emotional,0.5875,feel,0.012615776620805264,0.03478486090898514,0.07743582129478455,0.030928265303373337,0.7193419337272644,0.12489331513643265,1,persuasive,0.7193,persuasive,0.4106,humorous,0.2421,persuasive,1,1,persuasive,0.4806,0.6667,three_method_majority,True
325,Develop a comprehensive influencer marketing strategy for a new beauty product line.,"Company: BeautyBliss, a cosmetics company. Target audience: Beauty enthusiasts and makeup artists. Constraints: Limited budget, competitive influencer market. Goals: Increase brand awareness, drive sales. Workflow stage: Strategy.","Increase brand awareness, drive sales. Workflow stage: Strategy.","Company: BeautyBliss, a cosmetics company. Target audience: Beauty enthusiasts and makeup artists. Constraints: Limited budget, competitive influencer market.","Company: BeautyBliss, a cosmetics company. Target audience: Beauty enthusiasts and makeup artists. Constraints: Limited budget, competitive influencer market.","Identify micro-influencers and nano-influencers in the beauty space who align with BeautyBliss's values and target audience. Collaborate with these influencers to create sponsored content, product reviews, and tutorials featuring",,0.0,,0.10583136230707169,0.14850562810897827,0.15304893255233765,0.12424954026937485,0.25132861733436584,0.2170359194278717,1,persuasive,0.2513,humorous,0.2244,emotional,0.205,persuasive,1,1,persuasive,0.6,0.5,phi3_tiebreak,True
326,Create a social media campaign to increase brand awareness and drive sales for a new sustainable fashion brand targeting Gen Z consumers.,"Company: Verde Clothing; Target Audience: Gen Z (18-24 years old); Constraints: Limited budget ($5,000); Goals: Increase brand awareness by 30% and drive sales by 20% within 6 weeks; Workflow Stage: Strategy and Content Creation.",Increase brand awareness by 30% and drive sales by 20% within 6 weeks; Workflow Stage: Strategy and Content Creation.,"Company: Verde Clothing; Target Audience: Gen Z (18-24 years old); Constraints: Limited budget ($5,000);","Company: Verde Clothing; Target Audience: Gen Z (18-24 years old); Constraints: Limited budget ($5,000);","Develop a social media campaign, ""Verde Vibes,"" focusing on Instagram and TikTok. Collaborate with 5 eco-conscious influencers to showcase Verde's sustainable clothing. Utilize Instagram Reels and TikTok for behind-the-scenes content, highlighting the brand's commitment to sustainability. Allocate $2,000 for influencer partnerships, $1,500 for sponsored ads, and $1,500 for content creation. Monitor engagement and adjust the campaign using AI-powered analytics tools.",,0.0,,0.11694903671741486,0.23559585213661194,0.10836824029684067,0.06826511025428772,0.33599230647087097,0.13482952117919922,1,persuasive,0.336,professional,0.2654,friendly,0.2316,professional,1,1,professional,0.3354,1.0,three_method_majority,True
327,Design an email marketing campaign to nurture leads and increase conversions for a B2B software company.,Company: TechCorp; Target Audience: IT Decision-Makers; Constraints: 3-week timeline; Goals: Nurture 500 leads and convert 10% into paying customers; Workflow Stage: Email Copywriting and Automation.,Nurture 500 leads and convert 10% into paying customers; Workflow Stage: Email Copywriting and Automation.,Company: TechCorp; Target Audience: IT Decision-Makers; Constraints: 3-week timeline;,Company: TechCorp; Target Audience: IT Decision-Makers; Constraints: 3-week timeline;,"Create a 3-email sequence: ""Expert Insights,"" ""Success Stories,"" and ""Exclusive Offer."" Use AI-driven personalization to tailor content based on lead behavior and interests. Include a webinar invitation in the second email, showcasing TechCorp's thought leadership. Use marketing automation tools to track engagement and trigger follow-up emails. Allocate 1 week for email copywriting, 1 week for automation setup, and 1 week for campaign launch and monitoring.",professional,0.7496,insights|webinar|expert,0.041837919503450394,0.23930701613426208,0.1301683485507965,0.10156466066837311,0.41364046931266785,0.07348161935806274,1,persuasive,0.4136,professional,0.3011,emotional,0.2046,professional,1,1,professional,0.6029,1.0,rule_zero_shot_agreement,True
328,Develop a content marketing strategy to establish a new wellness center as a thought leader in the industry.,Company: Serenity Wellness; Target Audience: Health-Conscious Individuals (25-45 years old); Constraints: Limited resources (2-person team); Goals: Publish 2 high-quality blog posts per week and increase website traffic by 50% within 3 months; Workflow Stage: Content Creation and Planning.,Publish 2 high-quality blog posts per week and increase website traffic by 50% within 3 months; Workflow Stage: Content Creation and Planning.,Company: Serenity Wellness; Target Audience: Health-Conscious Individuals (25-45 years old); Constraints: Limited resources (2-person team);,Company: Serenity Wellness; Target Audience: Health-Conscious Individuals (25-45 years old); Constraints: Limited resources (2-person team);,"Implement a content calendar focusing on holistic wellness, mindfulness, and self-care. Utilize AI-assisted content generation tools to research and outline topics. Collaborate with guest bloggers and wellness experts to expand the center's network. Allocate 1 day per week for content creation, 1 day for review and editing, and 1 day for publishing and promotion. Monitor analytics to refine the",professional,0.2958,research,0.08122388273477554,0.2430191934108734,0.1549731194972992,0.08717616647481918,0.28234514594078064,0.151262566447258,1,persuasive,0.2823,professional,0.2678,humorous,0.1673,professional,1,1,professional,0.3804,1.0,rule_zero_shot_agreement,True
329,Create a social media campaign to launch a new eco-friendly fashion brand.,"Company: GreenThreads, a sustainable fashion startup. Target audience: Environmentally conscious millennials and Gen Z. Constraints: Limited budget, high competition in the eco-friendly fashion market. Goals: Increase brand awareness, drive website traffic, and generate sales. Workflow stage: Strategy.","Increase brand awareness, drive website traffic, and generate sales. Workflow stage: Strategy.","Company: GreenThreads, a sustainable fashion startup. Target audience: Environmentally conscious millennials and Gen Z. Constraints: Limited budget, high competition in the eco-friendly fashion market.","Company: GreenThreads, a sustainable fashion startup. Target audience: Environmentally conscious millennials and Gen Z. Constraints: Limited budget, high competition in the eco-friendly fashion market.","Develop a multi-channel campaign featuring Instagram Reels and TikTok videos showcasing the brand's sustainable production process, customer testimonials, and behind-the-scenes content. Utilize relevant hashtags, collaborate with eco-influencers, and offer a limited-time discount to encourage website visits and sales.",persuasive,0.8625,discount|offer,0.051892295479774475,0.0889807641506195,0.1005348190665245,0.08846546709537506,0.5380679965019226,0.13205865025520325,1,persuasive,0.5381,persuasive,0.2244,emotional,0.1999,professional,1,1,persuasive,0.6115,0.6667,rule_zero_shot_agreement,True
330,Design an email marketing campaign to re-engage inactive subscribers.,"Company: BookWorm, an online bookstore. Target audience: Inactive email subscribers. Constraints: Limited email content, high unsubscribe rates. Goals: Reactivate subscribers, increase email engagement, and drive sales. Workflow stage: Copywriting.","Reactivate subscribers, increase email engagement, and drive sales. Workflow stage: Copywriting.","Company: BookWorm, an online bookstore. Target audience: Inactive email subscribers. Constraints: Limited email content, high unsubscribe rates.","Company: BookWorm, an online bookstore. Target audience: Inactive email subscribers. Constraints: Limited email content, high unsubscribe rates.","Create a ""We Miss You"" email campaign with personalized subject lines, a curated selection of bestsellers, and a special discount offer. Use AI-powered segmentation to tailor content based on subscribers' past purchases and interests.",persuasive,0.8625,discount|offer,0.06691960245370865,0.09632935374975204,0.20213542878627777,0.07837750762701035,0.3209010660648346,0.2353370636701584,1,persuasive,0.3209,humorous,0.274,luxury,0.222,persuasive,1,1,persuasive,0.9325,0.6667,three_method_majority,False
331,Develop a content calendar for a B2B software company's LinkedIn page.,"Company: TechSolutions, a B2B software provider. Target audience: Business owners and decision-makers. Constraints: Limited content resources, need to establish thought leadership. Goals: Increase LinkedIn engagement, drive website traffic, and generate leads. Workflow stage: Post scheduling.","Increase LinkedIn engagement, drive website traffic, and generate leads. Workflow stage: Post scheduling.","Company: TechSolutions, a B2B software provider. Target audience: Business owners and decision-makers. Constraints: Limited content resources, need to establish thought leadership.","Company: TechSolutions, a B2B software provider. Target audience: Business owners and decision-makers. Constraints: Limited content resources, need to establish thought leadership.","Create a content calendar featuring weekly posts on industry insights, customer success stories, and thought leadership articles. Utilize LinkedIn's publishing platform to share long-form content, and engage with followers through comments and LinkedIn Groups.",professional,0.7708,industry|insights,0.07014816254377365,0.2400408238172531,0.16146981716156006,0.1219722330570221,0.21434667706489563,0.19202230870723724,1,professional,0.24,professional,0.2481,emotional,0.2018,professional,1,1,professional,0.5833,1.0,rule_zero_shot_agreement,True
332,Create a video advertising campaign for a new electric vehicle model.,"Company: EcoRide, an electric vehicle manufacturer. Target audience: Environmentally conscious car buyers. Constraints: High competition in the EV market, limited brand awareness. Goals: Increase brand awareness, drive website traffic, and generate test drive requests. Workflow stage: Image generation.","Increase brand awareness, drive website traffic, and generate test drive requests. Workflow stage: Image generation.","Company: EcoRide, an electric vehicle manufacturer. Target audience: Environmentally conscious car buyers. Constraints: High competition in the EV market, limited brand awareness.","Company: EcoRide, an electric vehicle manufacturer. Target audience: Environmentally conscious car buyers. Constraints: High competition in the EV market, limited brand awareness.","Develop a series of YouTube video ads showcasing the vehicle's eco-friendly features, sleek design, and customer testimonials. Utilize AI-powered video editing tools to create engaging, dynamic ads that appeal to the target audience.",,0.0,,0.08196913450956345,0.10189265757799149,0.26568859815597534,0.0970308855175972,0.2600746154785156,0.1933441013097763,1,luxury,0.2657,luxury,0.2723,humorous,0.21,professional,1,1,professional,0.6,0.5,phi3_tiebreak,True
333,Create a social media campaign that increases brand awareness and drives sales for a new eco-friendly fashion brand.,"Company: GreenThreads, a sustainable fashion brand launching a new collection made from recycled materials. Target audience: environmentally conscious millennials and Gen Z. Constraints: limited budget, high competition in the sustainable fashion market. Goals: increase brand awareness by 20%, drive sales by 15% within 6 months. Workflow stage: Strategy.","increase brand awareness by 20%, drive sales by 15% within 6 months. Workflow stage: Strategy.","Company: GreenThreads, a sustainable fashion brand launching a new collection made from recycled materials. Target audience: environmentally conscious millennials and Gen Z. Constraints: limited budget, high competition in the sustainable fashion market.","Company: GreenThreads, a sustainable fashion brand launching a new collection made from recycled materials. Target audience: environmentally conscious millennials and Gen Z. Constraints: limited budget, high competition in the sustainable fashion market.","Develop a social media campaign, ""Wear Your Values,"" highlighting the brand's commitment to sustainability. Collaborate with eco-influencers and user-generated content to showcase the new collection. Utilize Instagram Reels and TikTok to share engaging, informative content (e.g., ""Did you know?"" facts about sustainable fashion). Allocate $1,500 for targeted ads on Facebook and Instagram, focusing on interests like eco-friendly living and sustainable fashion.",friendly,0.4775,,0.07158471643924713,0.16328272223472595,0.08753345161676407,0.08088567107915878,0.4708174169063568,0.12589599192142487,1,persuasive,0.4708,professional,0.2129,persuasive,0.1814,professional,1,1,professional,0.2829,0.6667,three_method_majority,True
334,Design an email marketing campaign to re-engage inactive subscribers for a popular food delivery service.,"Company: TastyBite, a food delivery service with a large subscriber base. Target audience: inactive subscribers who haven't ordered in 6 months. Constraints: limited time, need to re-engage subscribers before they unsubscribe. Goals: re-engage 20% of inactive subscribers, increase orders by 10% within 3 months. Workflow stage: Email Copywriting.","re-engage 20% of inactive subscribers, increase orders by 10% within 3 months. Workflow stage: Email Copywriting.","Company: TastyBite, a food delivery service with a large subscriber base. Target audience: inactive subscribers who haven't ordered in 6 months. Constraints: limited time, need to re-engage subscribers before they unsubscribe.","Company: TastyBite, a food delivery service with a large subscriber base. Target audience: inactive subscribers who haven't ordered in 6 months. Constraints: limited time, need to re-engage subscribers before they unsubscribe.","Create a ""We Miss You"" email campaign with a personalized subject line and a special offer (20% off the next order). Use a friendly tone and highlight new menu items, promotions, and events. Include a ""Tell us what you're craving"" survey to gather feedback and re-ignite interest. Send a series of 3 emails, spaced 2 weeks apart, to non-responders.",persuasive,0.67,offer,0.5456059575080872,0.022615836933255196,0.03263324126601219,0.04934229701757431,0.2391221821308136,0.11068052053451538,1,friendly,0.5456,friendly,0.7533,humorous,0.0872,friendly,1,1,friendly,0.8233,0.6667,three_method_majority,False
335,Develop a content marketing strategy for a B2B software company to establish thought leadership in the industry.,"Company: Proxima, a B2B software company offering innovative solutions for businesses. Target audience: business owners, IT professionals, and industry experts. Constraints: limited resources, need to establish credibility in a competitive market. Goals: increase website traffic by 25%, generate 10 high-quality leads per month. Workflow stage: Content Creation.","increase website traffic by 25%, generate 10 high-quality leads per month. Workflow stage: Content Creation.","Company: Proxima, a B2B software company offering innovative solutions for businesses. Target audience: business owners, IT professionals, and industry experts. Constraints: limited resources, need to establish credibility in a competitive market.","Company: Proxima, a B2B software company offering innovative solutions for businesses. Target audience: business owners, IT professionals, and industry experts. Constraints: limited resources, need to establish credibility in a competitive market.","Launch a ""Proxima Insights"" blog, focusing on industry trends, best practices, and thought leadership pieces. Create informative, engaging content (e.g., whitepapers, web",professional,0.7708,industry|insights,0.11952243000268936,0.28435376286506653,0.13948258757591248,0.0438581146299839,0.28966790437698364,0.12311519682407379,1,persuasive,0.2897,professional,0.3139,friendly,0.232,professional,1,1,professional,0.6195,1.0,rule_zero_shot_agreement,True
336,Create a social media campaign to promote a new eco-friendly product line for a fashion brand.,"Company: Green Threads, a sustainable fashion brand Target Audience: Environmentally conscious millennials Constraints: Limited budget, high competition Goals: Increase brand awareness, drive website traffic Workflow Stage: Strategy","Increase brand awareness, drive website traffic Workflow Stage: Strategy","Company: Green Threads, a sustainable fashion brand Target Audience: Environmentally conscious millennials Constraints: Limited budget, high competition","Company: Green Threads, a sustainable fashion brand Target Audience: Environmentally conscious millennials Constraints: Limited budget, high competition","""Earth Squad"" campaign: Partner with eco-influencers for sponsored content, utilizing Instagram Reels and TikTok to showcase the new product line. Leverage user-generated content and hashtag challenges to create a community-driven movement.",friendly,0.5875,community,0.07117835432291031,0.08187638968229294,0.07428241521120071,0.0713491216301918,0.44416728615760803,0.25714635848999023,1,persuasive,0.4442,humorous,0.3305,persuasive,0.1681,professional,1,1,professional,0.6,0.3333,phi3_tiebreak,True
337,Develop a content marketing strategy for a B2B software company targeting small business owners.,"Company: TechEase, a B2B software provider Target Audience: Small business owners, entrepreneurs Constraints: Technical subject matter, limited brand recognition Goals: Establish thought leadership, generate leads Workflow Stage: Content Creation","Establish thought leadership, generate leads Workflow Stage: Content Creation","Company: TechEase, a B2B software provider Target Audience: Small business owners, entrepreneurs Constraints: Technical subject matter, limited brand recognition","Company: TechEase, a B2B software provider Target Audience: Small business owners, entrepreneurs Constraints: Technical subject matter, limited brand recognition","""Small Business Success"" blog series: Create informative, accessible content highlighting industry trends, best practices, and success stories. Utilize SEO optimization, email newsletters, and LinkedIn publishing to reach the target audience.",professional,0.725,industry|business,0.4993598461151123,0.19012679159641266,0.06564369797706604,0.057367533445358276,0.08510065823793411,0.10240139067173004,1,friendly,0.4994,friendly,0.6504,professional,0.1408,professional,1,1,professional,0.795,0.6667,three_method_majority,False
338,Design an email marketing campaign to promote a new subscription-based streaming service.,"Company: FlickFusion, a streaming service provider Target Audience: Young adults, entertainment enthusiasts Constraints: High competition, limited brand recognition Goals: Drive subscriptions, increase engagement Workflow Stage: Copywriting","Drive subscriptions, increase engagement Workflow Stage: Copywriting","Company: FlickFusion, a streaming service provider Target Audience: Young adults, entertainment enthusiasts Constraints: High competition, limited brand recognition","Company: FlickFusion, a streaming service provider Target Audience: Young adults, entertainment enthusiasts Constraints: High competition, limited brand recognition","""Unlock Endless Entertainment"" campaign: Craft attention-grabbing subject lines, promotional offers, and personalized content recommendations to entice new subscribers. Utilize A/B testing and behavioral triggers to optimize email sequences.",,0.0,,0.014439348131418228,0.016817770898342133,0.09261676669120789,0.02284936234354973,0.624023973941803,0.22925272583961487,1,persuasive,0.624,humorous,0.396,persuasive,0.3174,persuasive,1,1,persuasive,0.6,0.5,phi3_tiebreak,True
339,Create a social media contest to increase engagement for a food delivery service.,"Company: TasteQuest, a food delivery platform Target Audience: Foodies, urban dwellers Constraints: Limited brand loyalty, high competition Goals: Increase engagement, drive orders Workflow Stage: Post Scheduling","Increase engagement, drive orders Workflow Stage: Post Scheduling","Company: TasteQuest, a food delivery platform Target Audience: Foodies, urban dwellers Constraints: Limited brand loyalty, high competition","Company: TasteQuest, a food delivery platform Target Audience: Foodies, urban dwellers Constraints: Limited brand loyalty, high competition","""Foodie Frenzy"" contest: Launch a social media contest where followers can share their favorite food moments, using a branded hashtag. Offer prizes, feature user-generated content, and utilize Instagram Stories and Facebook Live to create a buzz around the contest.",persuasive,0.6333,offer,0.040738295763731,0.052743181586265564,0.08106894046068192,0.06783012300729752,0.48091623187065125,0.27670323848724365,1,persuasive,0.4809,humorous,0.3806,persuasive,0.1948,persuasive,1,1,persuasive,0.7033,0.6667,three_method_majority,False
340,Create a social media campaign to promote a new eco-friendly product line for a fashion brand.,"Company: GreenThreads - a sustainable fashion brand targeting environmentally conscious millennials and Gen Z consumers. Target Audience: 18-35 years old, interests in sustainability and fashion. Constraints: Limited budget for influencer partnerships. Goals: Increase brand awareness by 20%, drive sales by 15% within 6 months. Workflow Stage: Strategy.","Increase brand awareness by 20%, drive sales by 15% within 6 months. Workflow Stage: Strategy.","Company: GreenThreads - a sustainable fashion brand targeting environmentally conscious millennials and Gen Z consumers. Target Audience: 18-35 years old, interests in sustainability and fashion. Constraints: Limited budget for influencer partnerships.","Company: GreenThreads - a sustainable fashion brand targeting environmentally conscious millennials and Gen Z consumers. Target Audience: 18-35 years old, interests in sustainability and fashion. Constraints: Limited budget for influencer partnerships.","Develop a hashtag campaign #EcoChicChallenge, encouraging users to share their sustainable fashion choices, tagging GreenThreads. Collaborate with micro-influencers and brand ambassadors to kickstart the campaign. Offer a discount code to participants, incentivizing purchases. Create engaging content highlighting the eco-friendly production process, and utilize Instagram Reels and TikTok for product showcases.",persuasive,0.8625,discount|offer,0.04844736307859421,0.06879183650016785,0.06516220420598984,0.08714707940816879,0.586322546005249,0.1441289484500885,1,persuasive,0.5863,persuasive,0.2574,humorous,0.2149,professional,1,1,persuasive,0.6297,0.6667,rule_zero_shot_agreement,False
341,Design a personalized email marketing campaign for a luxury travel company.,"Company: Elite Voyages - offering high-end, customized travel experiences. Target Audience: High-income individuals, interests in luxury travel and exclusive experiences. Constraints: High customer expectations for personalized content. Goals: Increase repeat bookings by 25%, enhance customer loyalty. Workflow Stage: Copywriting.","Increase repeat bookings by 25%, enhance customer loyalty. Workflow Stage: Copywriting.","Company: Elite Voyages - offering high-end, customized travel experiences. Target Audience: High-income individuals, interests in luxury travel and exclusive experiences. Constraints: High customer expectations for personalized content.","Company: Elite Voyages - offering high-end, customized travel experiences. Target Audience: High-income individuals, interests in luxury travel and exclusive experiences. Constraints: High customer expectations for personalized content.","Implement an AI-driven email personalization strategy, segmenting the audience based on travel preferences, history, and interactions. Craft bespoke email content featuring curated travel recommendations, special offers, and exclusive access to new destinations. Use dynamic content blocks to personalize greetings, content, and CTAs. Include high-quality visuals showcasing unique experiences.",luxury,0.8875,exclusive|bespoke,0.11142534762620926,0.1085488498210907,0.3259110450744629,0.07492642849683762,0.2410227656364441,0.1381656378507614,1,luxury,0.3259,luxury,0.3272,friendly,0.2078,professional,1,1,luxury,0.6793,0.6667,rule_zero_shot_agreement,False
342,Develop a content marketing strategy for a new AI-powered fitness app.,"Company: FitGenius - an AI-driven fitness app offering personalized workout plans. Target Audience: Fitness enthusiasts, interests in technology and health. Constraints: Highly competitive market. Goals: Achieve 100,000 downloads within the first year, establish thought leadership. Workflow Stage: Image Generation.","Achieve 100,000 downloads within the first year, establish thought leadership. Workflow Stage: Image Generation.","Company: FitGenius - an AI-driven fitness app offering personalized workout plans. Target Audience: Fitness enthusiasts, interests in technology and health. Constraints: Highly competitive market.","Company: FitGenius - an AI-driven fitness app offering personalized workout plans. Target Audience: Fitness enthusiasts, interests in technology and health. Constraints: Highly competitive market.","Create a blog focusing on AI in fitness, health tips, and success stories. Utilize SEO to improve visibility. Design eye-catching, informative graphics illustrating workout plans, health benefits, and user progress. Develop a video series featuring fitness experts discussing AI's impact on fitness. Leverage user-generated content to build a community around the app.",friendly,0.5875,community,0.0502936989068985,0.1712178736925125,0.14503441751003265,0.09197517484426498,0.4282885789871216,0.11319023370742798,1,persuasive,0.4283,professional,0.2183,emotional,0.1877,professional,1,1,professional,0.2883,0.6667,three_method_majority,True
343,Create a social media campaign to increase brand awareness among millennials for a new eco-friendly fashion brand.,"Company: GreenThreads Target Audience: Millennials (18-35) interested in sustainability Constraints: Limited budget ($5,000) Goals: Increase followers by 20% and drive website traffic by 30% Workflow Stage: Strategy",Increase followers by 20% and drive website traffic by 30% Workflow Stage: Strategy,"Company: GreenThreads Target Audience: Millennials (18-35) interested in sustainability Constraints: Limited budget ($5,000)","Company: GreenThreads Target Audience: Millennials (18-35) interested in sustainability Constraints: Limited budget ($5,000)","""Green Revolution"" campaign: Collaborate with 5 eco-influencers to showcase our sustainable clothing line. Utilize Instagram Reels and TikTok to share engaging, educational content highlighting the brand's commitment to reducing waste and carbon footprint. Allocate $1,500 for influencer partnerships and $1,000 for sponsored ads. Create a branded hashtag and encourage user-generated content.",,0.0,,0.05637117847800255,0.10117509216070175,0.03050266019999981,0.10958300530910492,0.5691801905632019,0.1331879049539566,1,persuasive,0.5692,emotional,0.2483,persuasive,0.2381,professional,1,1,professional,0.6,0.5,phi3_tiebreak,True
344,Develop a targeted email marketing campaign to promote a new AI-powered fitness app among fitness enthusiasts.,"Company: FitGenie Target Audience: Fitness enthusiasts (25-45) who regularly exercise Constraints: Existing email list of 10,000 subscribers Goals: Drive 500 new app downloads and increase conversion rate by 15% Workflow Stage: Copywriting",Drive 500 new app downloads and increase conversion rate by 15% Workflow Stage: Copywriting,"Company: FitGenie Target Audience: Fitness enthusiasts (25-45) who regularly exercise Constraints: Existing email list of 10,000 subscribers","Company: FitGenie Target Audience: Fitness enthusiasts (25-45) who regularly exercise Constraints: Existing email list of 10,000 subscribers","""Unlock Your Fitness Potential"" campaign: Design a series of 3 emails showcasing the app's AI-driven personalized workout plans, success stories, and exclusive promotions. Use dynamic content to address subscribers by name and tailor the messaging based on their fitness interests. Include a clear CTA and a limited-time discount for new downloads.",luxury,0.2292,exclusive,0.032448288053274155,0.054303254932165146,0.05444292724132538,0.16326811909675598,0.6482024192810059,0.04733499139547348,1,persuasive,0.6482,emotional,0.394,persuasive,0.2888,persuasive,1,1,persuasive,0.6,0.3333,phi3_tiebreak,True
345,Design an engaging in-store experience for a luxury car brand to attract high-end customers.,"Company: Prestige Motors Target Audience: High-income individuals (35-60) interested in luxury vehicles Constraints: 2,000 sq. ft. showroom space Goals: Increase foot traffic by 25% and drive 10 new sales within 6 weeks Workflow Stage: Image Generation",Increase foot traffic by 25% and drive 10 new sales within 6 weeks Workflow Stage: Image Generation,"Company: Prestige Motors Target Audience: High-income individuals (35-60) interested in luxury vehicles Constraints: 2,000 sq. ft. showroom space","Company: Prestige Motors Target Audience: High-income individuals (35-60) interested in luxury vehicles Constraints: 2,000 sq. ft. showroom space","""Prestige Lounge"" concept: Create an immersive brand experience featuring sleek, modern decor and interactive displays showcasing the latest models. Offer personalized consultations, virtual reality test drives, and exclusive events (e.g., wine tastings). Incorporate AI-powered chatbots to facilitate inquiries and provide tailored recommendations.",luxury,0.7905,exclusive|prestige,0.03359115868806839,0.07746347784996033,0.632187008857727,0.019355367869138718,0.1555636078119278,0.08183935284614563,1,luxury,0.6322,luxury,0.6693,humorous,0.0919,professional,1,1,luxury,0.8238,0.6667,rule_zero_shot_agreement,False
346,Create a social media campaign to increase brand awareness for a sustainable fashion brand.,"Company: Verde Clothing, Target Audience: Young adults aged 18-30, Constraints: Limited budget, Goals: Increase followers by 20% in 6 weeks, Workflow Stage: Strategy","Increase followers by 20% in 6 weeks, Workflow Stage: Strategy","Company: Verde Clothing, Target Audience: Young adults aged 18-30, Constraints: Limited budget,","Company: Verde Clothing, Target Audience: Young adults aged 18-30, Constraints: Limited budget,","Launch a social media contest, ""Eco-Chic Challenge,"" where followers share their sustainable fashion tips and tricks using a branded hashtag. Partner with eco-influencers to amplify the message. Allocate $1,000 for paid social media ads targeting young adults interested in sustainability.",,0.0,,0.041404128074645996,0.10950067639350891,0.10368900746107101,0.04285888001322746,0.5958650708198547,0.10668229311704636,1,persuasive,0.5959,persuasive,0.2785,professional,0.1732,professional,1,1,professional,0.6,0.5,phi3_tiebreak,True
