row_id,instruction,raw_input,goal_text,business_context,summary,text,campaign_goal_rule,campaign_goal_rule_confidence,campaign_goal_rule_matches,campaign_goal_zero_shot,campaign_goal_zero_shot_confidence,campaign_goal_second_choice,campaign_goal_second_choice_confidence,campaign_goal_phi3,campaign_goal,campaign_goal_confidence,campaign_goal_agreement,campaign_goal_source,campaign_goal_needs_review,tone_rule,tone_rule_confidence,tone_rule_matches,tone_zero_shot,tone_zero_shot_confidence,tone_second_choice,tone_second_choice_confidence,tone_phi3,tone,tone_confidence,tone_agreement,tone_source,tone_needs_review,needs_review,joint_label_confidence,labeling_method,valid_label_pair
376,Create a social media campaign to promote a new eco-friendly product line for a fashion brand.,"Company: GreenThreads, a fashion brand targeting environmentally conscious consumers. Target Audience: Young adults (18-35) who prioritize sustainability. Constraints: Limited budget for influencer partnerships. Goals: Increase brand awareness by 20% and drive sales by 15% within 6 months. Workflow Stage: Strategy",Increase brand awareness by 20% and drive sales by 15% within 6 months. Workflow Stage: Strategy,"Company: GreenThreads, a fashion brand targeting environmentally conscious consumers. Target Audience: Young adults (18-35) who prioritize sustainability. Constraints: Limited budget for influencer partnerships.","Company: GreenThreads, a fashion brand targeting environmentally conscious consumers. Target Audience: Young adults (18-35) who prioritize sustainability. Constraints: Limited budget for influencer partnerships.","""GreenThreads Challenge"" - Encourage customers to share their favorite eco-friendly fashion tips on social media using a branded hashtag. Partner with micro-influencers and user-generated content (UGC) platforms to amplify the message. Offer a discount code for participants and feature the best tips on the brand's website.",awareness,0.3667,brand awareness,awareness,0.5123,conversion,0.2736,awareness,awareness,0.5522,1.0,rule_zero_shot_agreement,True,persuasive,0.8625,discount|offer,humorous,0.293,persuasive,0.2677,friendly,persuasive,0.8625,0.3333,high_confidence_rule,True,True,0.6901249886795869,rule_bart_mnli_phi3_ensemble,True
377,Develop an email marketing campaign to re-engage inactive subscribers for a streaming service.,"Company: FlickFrenzy, a streaming service offering a wide range of movies and TV shows. Target Audience: Inactive subscribers who haven't logged in for over 6 months. Constraints: Limited content updates. Goals: Reactivate 30% of inactive subscribers within 3 months. Workflow Stage: Copywriting",Reactivate 30% of inactive subscribers within 3 months. Workflow Stage: Copywriting,"Company: FlickFrenzy, a streaming service offering a wide range of movies and TV shows. Target Audience: Inactive subscribers who haven't logged in for over 6 months. Constraints: Limited content updates.","Company: FlickFrenzy, a streaming service offering a wide range of movies and TV shows. Target Audience: Inactive subscribers who haven't logged in for over 6 months. Constraints: Limited content updates.","""Missed Your Favorites?"" - Design an email campaign highlighting new releases and personalized content recommendations based on the subscriber's past viewing history. Offer a limited-time discount and a ""welcome back"" gift, such as a free trial to a new series.",retention,0.425,reactivate,retention,0.6585,conversion,0.2171,lead_generation,retention,0.6501,0.6667,rule_zero_shot_agreement,False,persuasive,0.5825,discount|offer,humorous,0.2182,persuasive,0.1947,friendly,friendly,0.6,0.3333,phi3_tiebreak,True,True,0.6245478364384909,rule_bart_mnli_phi3_ensemble,True
378,Create a content calendar for a financial services company's blog.,"Company: Prosperity Bank, a financial institution offering personal and business banking services. Target Audience: Small business owners and individuals seeking financial guidance. Constraints: Limited resources for content creation. Goals: Establish the brand as a thought leader in the industry and increase website traffic by 25% within 9 months. Workflow Stage: Post Scheduling",Establish the brand as a thought leader in the industry and increase website traffic by 25% within 9 months. Workflow Stage: Post Scheduling,"Company: Prosperity Bank, a financial institution offering personal and business banking services. Target Audience: Small business owners and individuals seeking financial guidance. Constraints: Limited resources for content creation.","Company: Prosperity Bank, a financial institution offering personal and business banking services. Target Audience: Small business owners and individuals seeking financial guidance. Constraints: Limited resources for content creation.","""Prosperity Insights"" - Develop a content calendar featuring bi-weekly articles on topics such as financial planning, industry trends, and success stories. Utilize AI-generated content suggestions and optimize posts with relevant keywords and meta descriptions.",awareness,0.6333,website traffic,awareness,0.8911,conversion,0.0286,,awareness,0.8693,1.0,rule_zero_shot_agreement,False,professional,0.7708,industry|insights,professional,0.2145,humorous,0.2006,professional,professional,0.5648,1.0,rule_zero_shot_agreement,True,True,0.7007001070358131,rule_bart_mnli_phi3_ensemble,True
379,Create a social media campaign to promote a new sustainable fashion brand.,"Workflow stage: Strategy Company: Verde Clothing Target audience: Young adults (18-35) interested in eco-friendly living Constraints: Limited budget ($10,000) Goals: Increase brand awareness and drive website traffic Industry: Fashion Marketing channel: Social media (Instagram, Facebook, Twitter)","Increase brand awareness and drive website traffic Industry: Fashion Marketing channel: Social media (Instagram, Facebook, Twitter)","Workflow stage: Strategy Company: Verde Clothing Target audience: Young adults (18-35) interested in eco-friendly living Constraints: Limited budget ($10,000)","Workflow stage: Strategy Company: Verde Clothing Target audience: Young adults (18-35) interested in eco-friendly living Constraints: Limited budget ($10,000)","Develop a 6-week campaign, ""Wear Your Values,"" highlighting Verde's commitment to sustainability. Utilize Instagram Reels and IGTV to showcase eco-friendly production processes, behind-the-scenes content, and influencer partnerships. Allocate $3,000 for influencer collaborations and $2,000 for sponsored ads. Create engaging content (images, videos, captions) emphasizing the importance of sustainable fashion and encouraging users to share their own eco-friendly fashion choices.",awareness,1.0,brand awareness|website traffic,awareness,0.915,engagement,0.0436,,awareness,0.99,1.0,rule_zero_shot_agreement,False,,0.0,,professional,0.2146,emotional,0.2093,persuasive,persuasive,0.6,0.5,phi3_tiebreak,True,True,0.7707139547199077,rule_bart_mnli_phi3_ensemble,True
380,Design an email marketing campaign to nurture leads for a B2B software company.,Workflow stage: Copywriting Company: Apex Solutions Target audience: Business owners and decision-makers in the tech industry Constraints: Limited email list (500 subscribers) Goals: Convert leads into paying customers Industry: Software Marketing channel: Email marketing,Convert leads into paying customers Industry: Software Marketing channel: Email marketing,Workflow stage: Copywriting Company: Apex Solutions Target audience: Business owners and decision-makers in the tech industry Constraints: Limited email list (500 subscribers),Workflow stage: Copywriting Company: Apex Solutions Target audience: Business owners and decision-makers in the tech industry Constraints: Limited email list (500 subscribers),"Craft a 3-email sequence, ""Unlock Your Business Potential,"" focusing on the benefits of Apex's software solutions. Email 1: Introduction to Apex and its services. Email 2: Success stories and case studies. Email 3: Exclusive promotion and demo invitation. Use a conversational tone and personalize the content using the recipient's name and company. Include clear calls-to-action (CTAs) and track engagement metrics to refine future campaigns.",,0.0,,conversion,0.7143,lead_generation,0.142,lead_generation,lead_generation,0.62,0.5,phi3_tiebreak,True,luxury,0.4092,exclusive,friendly,0.625,persuasive,0.215,friendly,friendly,0.695,0.6667,three_method_majority,False,True,0.6564297372910524,rule_bart_mnli_phi3_ensemble,True
381,Develop a content calendar for a health and wellness blog.,Workflow stage: Post scheduling Company: Balanced Living Target audience: Health-conscious individuals (25-50) Constraints: Limited content creation resources Goals: Increase website traffic and engagement Industry: Health and wellness Marketing channel: Blogging,Increase website traffic and engagement Industry: Health and wellness Marketing channel: Blogging,Workflow stage: Post scheduling Company: Balanced Living Target audience: Health-conscious individuals (25-50) Constraints: Limited content creation resources,Workflow stage: Post scheduling Company: Balanced Living Target audience: Health-conscious individuals (25-50) Constraints: Limited content creation resources,"Create a 3-month content calendar featuring a mix of informative articles, personal stories, and expert interviews. Topics: mindfulness, nutrition, fitness, and mental health. Schedule 2-3 posts per week, utilizing a combination of evergreen and timely content. Utilize SEO keywords and meta descriptions to improve search engine rankings. Share content on social media platforms to expand reach.",awareness,0.6333,website traffic,awareness,0.4648,engagement,0.4279,awareness,awareness,0.6775,1.0,rule_zero_shot_agreement,False,professional,0.5875,expert,emotional,0.5153,professional,0.1402,professional,professional,0.6575,0.6667,three_method_majority,False,False,0.667425089429518,rule_bart_mnli_phi3_ensemble,True
382,Create a social media campaign to launch a new eco-friendly fashion brand targeting Gen Z consumers.,"Company: GreenThreads; Target Audience: Gen Z (18-24); Constraints: Limited budget ($10,000); Goals: Increase brand awareness, drive website traffic; Workflow Stage: Strategy","Increase brand awareness, drive website traffic; Workflow Stage: Strategy","Company: GreenThreads; Target Audience: Gen Z (18-24); Constraints: Limited budget ($10,000);","Company: GreenThreads; Target Audience: Gen Z (18-24); Constraints: Limited budget ($10,000);","""GreenThreads Launch Campaign"": Utilize Instagram Reels and TikTok to showcase eco-friendly clothing lines, partnering with 5 social media influencers for sponsored content. Allocate $3,000 for influencer fees, $4,000 for content creation, and $3,000 for ad spend. Create a branded hashtag #GreenThreadsRevolution, encouraging users to share their own eco-friendly fashion choices.",awareness,1.0,brand awareness|website traffic,awareness,0.8169,lead_generation,0.1178,,awareness,0.99,1.0,rule_zero_shot_agreement,False,,0.0,,persuasive,0.2298,humorous,0.2289,professional,professional,0.6,0.5,phi3_tiebreak,True,True,0.7707139547199077,rule_bart_mnli_phi3_ensemble,True
383,Develop a content marketing strategy for a B2B software company to establish thought leadership in the AI industry.,"Company: NovaTech; Target Audience: Business decision-makers; Constraints: Limited content creation resources; Goals: Establish thought leadership, generate leads; Workflow Stage: Content Creation","Establish thought leadership, generate leads; Workflow Stage: Content Creation",Company: NovaTech; Target Audience: Business decision-makers; Constraints: Limited content creation resources;,Company: NovaTech; Target Audience: Business decision-makers; Constraints: Limited content creation resources;,"""AI Insights Series"": Create a bi-monthly blog series exploring AI trends, applications, and innovations. Partner with industry experts to co-author articles, leveraging their expertise and networks. Repurpose content into social media posts, LinkedIn articles, and email newsletters to maximize reach.",lead_generation,0.8167,generate leads,lead_generation,0.5714,awareness,0.3295,awareness,lead_generation,0.8263,0.6667,rule_zero_shot_agreement,False,professional,0.7708,industry|insights,professional,0.2532,luxury,0.2074,professional,professional,0.5861,1.0,rule_zero_shot_agreement,True,True,0.6959126597497706,rule_bart_mnli_phi3_ensemble,True
384,Design a targeted email campaign to re-engage inactive customers for an e-commerce company.,"Company: FashionFrenzy; Target Audience: Inactive customers (6+ months); Constraints: Limited customer data; Goals: Reactivate customers, drive sales; Workflow Stage: Email Copywriting","Reactivate customers, drive sales; Workflow Stage: Email Copywriting",Company: FashionFrenzy; Target Audience: Inactive customers (6+ months); Constraints: Limited customer data;,Company: FashionFrenzy; Target Audience: Inactive customers (6+ months); Constraints: Limited customer data;,"""Win-Back Campaign"": Send a personalized, AI-generated email series (3 emails) to inactive customers, featuring special offers, new product releases, and loyalty program reminders. Use customer purchase history and browsing data to tailor content and subject lines.",conversion,0.4792,drive sales,conversion,0.4642,retention,0.2431,engagement,conversion,0.5925,0.6667,rule_zero_shot_agreement,True,,0.0,,luxury,0.1925,friendly,0.1866,persuasive,persuasive,0.6,0.5,phi3_tiebreak,True,True,0.5962382074305537,rule_bart_mnli_phi3_ensemble,True
385,Create an influencer marketing campaign for a new energy drink targeting gamers and esports enthusiasts.,"Company: Energee; Target Audience: Gamers and esports enthusiasts (18-35); Constraints: Limited budget ($20,000); Goals: Increase brand awareness, drive sales; Workflow Stage: Influencer Research","Increase brand awareness, drive sales; Workflow Stage: Influencer Research","Company: Energee; Target Audience: Gamers and esports enthusiasts (18-35); Constraints: Limited budget ($20,000);","Company: Energee; Target Audience: Gamers and esports enthusiasts (18-35); Constraints: Limited budget ($20,000);","""Energee Gaming Squad"": Partner with 5 gaming influencers (combined 1 million followers) for sponsored content, product placements, and giveaways. Allocate $10,000 for influencer fees, $5,000 for content creation, and $5,000",awareness,0.3667,brand awareness,awareness,0.5569,conversion,0.3408,awareness,awareness,0.5723,1.0,rule_zero_shot_agreement,True,,0.0,,humorous,0.2419,professional,0.1884,professional,professional,0.6,0.5,phi3_tiebreak,True,True,0.5859863479638412,rule_bart_mnli_phi3_ensemble,True
386,Develop a social media campaign to increase brand awareness for a new eco-friendly fashion brand among Gen Z consumers.,"Company: GreenStyle, a sustainable fashion brand targeting Gen Z consumers. Target audience: 18-24-year-olds interested in sustainability and fashion. Constraints: Limited budget for influencer partnerships. Goals: Increase brand awareness by 30% and drive website traffic by 20% within 3 months. Workflow stage: Strategy development.",Increase brand awareness by 30% and drive website traffic by 20% within 3 months. Workflow stage: Strategy development.,"Company: GreenStyle, a sustainable fashion brand targeting Gen Z consumers. Target audience: 18-24-year-olds interested in sustainability and fashion. Constraints: Limited budget for influencer partnerships.","Company: GreenStyle, a sustainable fashion brand targeting Gen Z consumers. Target audience: 18-24-year-olds interested in sustainability and fashion. Constraints: Limited budget for influencer partnerships.","Create a social media campaign, #EcoRevolution, featuring user-generated content (UGC) showcasing customers wearing GreenStyle clothing while promoting sustainability. Partner with 3 micro-influencers and 10 brand ambassadors to amplify the message. Utilize Instagram Reels, TikTok, and Twitter to share engaging, educational content (e.g., ""Did you know?"" series). Allocate $5,000 for influencer partnerships and $3,000 for sponsored ads.",awareness,1.0,brand awareness|website traffic,awareness,0.7534,lead_generation,0.0828,,awareness,0.99,1.0,rule_zero_shot_agreement,False,friendly,0.4775,,humorous,0.2436,persuasive,0.2223,professional,professional,0.6,0.3333,phi3_tiebreak,True,True,0.7707139547199077,rule_bart_mnli_phi3_ensemble,True
387,Design an email marketing campaign to nurture leads for a B2B software company.,"Company: Proxima, a B2B software company offering project management solutions. Target audience: Business owners and decision-makers in the IT industry. Constraints: High competition in the industry. Goals: Increase lead conversions by 25% and boost sales by 15% within 6 months. Workflow stage: Email copywriting.",Increase lead conversions by 25% and boost sales by 15% within 6 months. Workflow stage: Email copywriting.,"Company: Proxima, a B2B software company offering project management solutions. Target audience: Business owners and decision-makers in the IT industry. Constraints: High competition in the industry.","Company: Proxima, a B2B software company offering project management solutions. Target audience: Business owners and decision-makers in the IT industry. Constraints: High competition in the industry.","Develop a 3-email sequence campaign: ""Unlock Your Team's Potential."" Email 1: ""5 Common Project Management Mistakes"" (educational content). Email 2: ""Success Story: XYZ Corporation"" (testimonial). Email 3: ""Get Started with Proxima"" (promotional offer). Use a conversational tone, personalize the subject lines, and include a clear CTA. Segment the email list based on industry and company size to optimize content relevance.",,0.0,,conversion,0.4881,lead_generation,0.2055,lead_generation,lead_generation,0.62,0.5,phi3_tiebreak,True,persuasive,0.3888,offer,friendly,0.3732,persuasive,0.2518,friendly,friendly,0.4432,0.6667,three_method_majority,True,True,0.5241984357092264,rule_bart_mnli_phi3_ensemble,True
388,Create a content calendar for a healthcare company's blog to establish thought leadership.,"Company: MedCare, a healthcare company specializing in chronic disease management. Target audience: Patients, caregivers, and healthcare professionals. Constraints: Limited resources for content creation. Goals: Publish 2 high-quality articles per week, increase website traffic by 30% within 4 months, and establish MedCare as a trusted thought leader. Workflow stage: Content planning.","Publish 2 high-quality articles per week, increase website traffic by 30% within 4 months, and establish MedCare as a trusted thought leader. Workflow stage: Content planning.","Company: MedCare, a healthcare company specializing in chronic disease management. Target audience: Patients, caregivers, and healthcare professionals. Constraints: Limited resources for content creation.","Company: MedCare, a healthcare company specializing in chronic disease management. Target audience: Patients, caregivers, and healthcare professionals. Constraints: Limited resources for content creation.","Develop a content calendar focusing on 4 core topics: disease management, healthy living, industry trends, and patient stories. Utilize a mix of in-house writers, guest bloggers, and repurposed",awareness,0.6333,website traffic,awareness,0.8878,retention,0.0339,,awareness,0.8678,1.0,rule_zero_shot_agreement,False,professional,0.5875,industry,emotional,0.3128,professional,0.1882,professional,professional,0.6575,0.6667,three_method_majority,False,False,0.7553664673521059,rule_bart_mnli_phi3_ensemble,True
389,Create a social media campaign that increases brand awareness and drives website traffic for a new eco-friendly fashion brand.,"Company: Verde Clothing; Target Audience: Fashion-conscious millennials and Gen Z; Constraints: Limited budget of $5,000; Goals: 20% increase in website traffic and 15% increase in brand mentions on social media within 6 weeks; Workflow Stage: Strategy",20% increase in website traffic and 15% increase in brand mentions on social media within 6 weeks; Workflow Stage: Strategy,"Company: Verde Clothing; Target Audience: Fashion-conscious millennials and Gen Z; Constraints: Limited budget of $5,000;","Company: Verde Clothing; Target Audience: Fashion-conscious millennials and Gen Z; Constraints: Limited budget of $5,000;","Develop a social media campaign, ""Wear Your Values,"" focusing on Instagram and TikTok. Partner with 5 eco-influencers to showcase sustainable fashion practices, and encourage users to share their own eco-friendly fashion choices using a branded hashtag. Allocate $2,000 for influencer partnerships, $1,500 for sponsored ads, and $1,500 for content creation.",awareness,0.6333,website traffic,awareness,0.5464,engagement,0.1799,awareness,awareness,0.7142,1.0,rule_zero_shot_agreement,False,,0.0,,professional,0.2617,humorous,0.1845,professional,professional,0.3317,1.0,three_method_majority,True,True,0.486723884764247,rule_bart_mnli_phi3_ensemble,True
390,Design an email marketing campaign that promotes a new AI-powered fitness app and encourages subscribers to upgrade to a premium subscription.,"Company: FitGenius; Target Audience: Fitness enthusiasts and athletes; Constraints: Existing email list of 10,000 subscribers; Goals: 15% conversion rate to premium subscription within 3 months; Workflow Stage: Copywriting",15% conversion rate to premium subscription within 3 months; Workflow Stage: Copywriting,"Company: FitGenius; Target Audience: Fitness enthusiasts and athletes; Constraints: Existing email list of 10,000 subscribers;","Company: FitGenius; Target Audience: Fitness enthusiasts and athletes; Constraints: Existing email list of 10,000 subscribers;","Create a 3-email sequence: ""Unlock Your Fitness Potential."" Email 1 introduces the app's AI-powered features and offers a 14-day free trial. Email 2 showcases success stories and provides a 20% discount for premium subscription. Email 3 emphasizes the benefits of personalized workouts and offers a limited-time promotion for upgrading to premium.",conversion,0.7708,conversion rate,conversion,0.3596,retention,0.2917,conversion,conversion,0.7058,1.0,rule_zero_shot_agreement,False,luxury,0.2292,premium,emotional,0.3534,persuasive,0.2075,persuasive,persuasive,0.6,0.3333,phi3_tiebreak,True,True,0.6507534095185364,rule_bart_mnli_phi3_ensemble,True
391,Generate a series of social media posts that promote a new sustainable energy drink and appeal to gamers and esports enthusiasts.,"Company: Energize; Target Audience: Gamers and esports enthusiasts; Constraints: Limited brand recognition; Goals: 10,000 followers on Twitter and 5,000 followers on Instagram within 2 months; Workflow Stage: Post Scheduling","10,000 followers on Twitter and 5,000 followers on Instagram within 2 months; Workflow Stage: Post Scheduling",Company: Energize; Target Audience: Gamers and esports enthusiasts; Constraints: Limited brand recognition;,Company: Energize; Target Audience: Gamers and esports enthusiasts; Constraints: Limited brand recognition;,"Develop a content calendar featuring 4 post types: ""Game Fuel"" (product showcases), ""Sponsorship Spotlight"" (esports team partnerships), ""Gaming Tips"" (influencer collaborations), and ""Eco-Warrior"" (sustainability-focused content). Schedule 3 posts per week on Twitter and 2 posts per week on Instagram, utilizing relevant hashtags and tagging influencers.",awareness,0.6333,followers,awareness,0.4843,engagement,0.2556,awareness,awareness,0.6863,1.0,rule_zero_shot_agreement,False,,0.0,,professional,0.2311,humorous,0.1818,professional,professional,0.3011,1.0,three_method_majority,True,True,0.4545821487916128,rule_bart_mnli_phi3_ensemble,True
392,Create a social media campaign to increase brand awareness for a sustainable fashion brand among Gen Z consumers.,"Company: GreenThreads; Target audience: 18-24-year-old environmentally conscious consumers; Constraints: Limited budget; Goals: 20% increase in followers, 30% increase in website traffic; Workflow stage: Strategy","20% increase in followers, 30% increase in website traffic; Workflow stage: Strategy",Company: GreenThreads; Target audience: 18-24-year-old environmentally conscious consumers; Constraints: Limited budget;,Company: GreenThreads; Target audience: 18-24-year-old environmentally conscious consumers; Constraints: Limited budget;,"Develop a 3-month social media campaign, ""Eco-Chic Challenge,"" where GreenThreads collaborates with eco-influencers, encouraging followers to share their sustainable fashion choices, using a branded hashtag. Offer a monthly giveaway of an eco-friendly outfit, and share educational content highlighting the environmental impact of fast fashion.",awareness,0.8167,followers|website traffic,awareness,0.4861,engagement,0.2679,awareness,awareness,0.7879,1.0,rule_zero_shot_agreement,False,persuasive,0.6333,offer,persuasive,0.2436,friendly,0.1636,professional,persuasive,0.519,0.6667,rule_zero_shot_agreement,True,True,0.6394686075172104,rule_bart_mnli_phi3_ensemble,True
393,Design an email marketing campaign to nurture leads for a B2B software company.,"Company: TechFusion; Target audience: Small business owners and decision-makers; Constraints: High competition; Goals: 25% open rate, 10% conversion rate; Workflow stage: Copywriting","25% open rate, 10% conversion rate; Workflow stage: Copywriting",Company: TechFusion; Target audience: Small business owners and decision-makers; Constraints: High competition;,Company: TechFusion; Target audience: Small business owners and decision-makers; Constraints: High competition;,"Create a 5-email sequence, ""Unlock Your Business Potential,"" offering valuable content, such as eBooks, webinars, and case studies. Personalize each email using the recipient's name, company, and industry. Include social proof and a clear CTA in each email, gradually introducing TechFusion's software as the solution to their business challenges.",conversion,0.7708,conversion rate,conversion,0.2641,lead_generation,0.2524,lead_generation,conversion,0.6628,0.6667,rule_zero_shot_agreement,False,professional,0.8625,industry|business|solution,persuasive,0.308,professional,0.1844,professional,professional,0.9325,0.6667,three_method_majority,False,False,0.7861685569901661,rule_bart_mnli_phi3_ensemble,True
394,Develop a content marketing strategy to position a financial services company as a thought leader in the industry.,"Company: Prosperity Financial; Target audience: High-net-worth individuals and financial advisors; Constraints: Regulatory compliance; Goals: 50% increase in website traffic, 20% increase in lead generation; Workflow stage: Strategy","50% increase in website traffic, 20% increase in lead generation; Workflow stage: Strategy",Company: Prosperity Financial; Target audience: High-net-worth individuals and financial advisors; Constraints: Regulatory compliance;,Company: Prosperity Financial; Target audience: High-net-worth individuals and financial advisors; Constraints: Regulatory compliance;,"Launch a bi-monthly podcast, ""Prosperity Insights,"" featuring interviews with industry experts, thought leaders, and Prosperity Financial's own experts. Create a companion blog series, ""Financial Futurism,"" exploring emerging trends and innovations in finance. Utilize SEO optimization, social media promotion, and targeted advertising to increase visibility.",lead_generation,0.5917,lead generation,awareness,0.3996,lead_generation,0.2692,awareness,awareness,0.4796,0.6667,three_method_majority,True,professional,0.7708,industry|insights,professional,0.2476,humorous,0.207,professional,professional,0.583,1.0,rule_zero_shot_agreement,True,True,0.5287785926075298,rule_bart_mnli_phi3_ensemble,True
395,Create a paid advertising campaign to drive sales for an e-commerce company specializing in home decor.,"Company: Cozy Abode; Target audience: Homeowners aged 25-45; Constraints: Limited budget; Goals: 15% increase in conversions, 20% increase in average order value; Workflow stage: Image generation","15% increase in conversions, 20% increase in average order value; Workflow stage: Image generation",Company: Cozy Abode; Target audience: Homeowners aged 25-45; Constraints: Limited budget;,Company: Cozy Abode; Target audience: Homeowners aged 25-45; Constraints: Limited budget;,Develop a series of targeted Facebook and Instagram ads featuring high-quality images,conversion,0.6792,order,awareness,0.4552,conversion,0.3005,conversion,conversion,0.7592,0.6667,three_method_majority,False,,0.0,,luxury,0.3538,professional,0.209,professional,professional,0.6,0.5,phi3_tiebreak,True,True,0.6749222177406816,rule_bart_mnli_phi3_ensemble,True
396,Create a social media campaign to promote a new line of eco-friendly yoga mats.,"Company: Zen Yoga, a sustainable yoga brand. Target audience: environmentally conscious yoga enthusiasts aged 25-40. Constraints: limited budget of $1,000. Goals: increase brand awareness by 20% and drive sales by 15% within 6 weeks. Workflow stage: Strategy.",increase brand awareness by 20% and drive sales by 15% within 6 weeks. Workflow stage: Strategy.,"Company: Zen Yoga, a sustainable yoga brand. Target audience: environmentally conscious yoga enthusiasts aged 25-40. Constraints: limited budget of $1,000.","Company: Zen Yoga, a sustainable yoga brand. Target audience: environmentally conscious yoga enthusiasts aged 25-40. Constraints: limited budget of $1,000.","Develop a social media campaign, ""Zen for the Planet,"" highlighting the eco-friendly features of the new yoga mats. Utilize Instagram Reels and TikTok to create engaging, short videos showcasing the mats' sustainable materials and production process. Collaborate with 5 eco-influencers for sponsored content, and allocate $300 for targeted ads on Facebook and Instagram. Offer a 10% discount to customers who share a post about the campaign on their social media.",awareness,0.3667,brand awareness,awareness,0.4229,conversion,0.3466,awareness,awareness,0.512,1.0,rule_zero_shot_agreement,True,persuasive,0.8625,discount|offer,humorous,0.1958,professional,0.1948,professional,persuasive,0.8625,0.3333,high_confidence_rule,True,True,0.664529909033446,rule_bart_mnli_phi3_ensemble,True
397,Design an email marketing campaign to re-engage inactive subscribers for a luxury fashion brand.,"Company: Haute Couture, a high-end fashion brand. Target audience: inactive subscribers who haven't made a purchase in the last 6 months. Constraints: limited email list of 5,000 subscribers. Goals: re-engage 20% of inactive subscribers and drive sales by 10% within 3 months. Workflow stage: Copywriting.",re-engage 20% of inactive subscribers and drive sales by 10% within 3 months. Workflow stage: Copywriting.,"Company: Haute Couture, a high-end fashion brand. Target audience: inactive subscribers who haven't made a purchase in the last 6 months. Constraints: limited email list of 5,000 subscribers.","Company: Haute Couture, a high-end fashion brand. Target audience: inactive subscribers who haven't made a purchase in the last 6 months. Constraints: limited email list of 5,000 subscribers.","Create a ""We Miss You"" email campaign, featuring a personalized message and a special 20% discount on the subscriber's favorite designer. Use AI-powered segmentation to identify subscribers' preferences and tailor the email content. Include a ""Complete Your Look"" section with curated product recommendations. Send a follow-up email with a ""Limited Time Offer"" to encourage subscribers to make a purchase.",conversion,1.0,drive sales|subscribe,retention,0.471,conversion,0.4169,engagement,conversion,1.0,0.3333,high_confidence_rule,True,persuasive,1.0,limited time|discount|offer,persuasive,0.3066,emotional,0.2278,persuasive,persuasive,0.7186,1.0,rule_zero_shot_agreement,False,True,0.8477027781009097,rule_bart_mnli_phi3_ensemble,True
398,Develop a content marketing strategy to establish a fintech company as a thought leader in the industry.,"Company: Finverge, a financial technology firm. Target audience: finance professionals and business owners. Constraints: limited content creation resources. Goals: increase website traffic by 30% and generate 20 leads per month within 6 months. Workflow stage: Strategy.",increase website traffic by 30% and generate 20 leads per month within 6 months. Workflow stage: Strategy.,"Company: Finverge, a financial technology firm. Target audience: finance professionals and business owners. Constraints: limited content creation resources.","Company: Finverge, a financial technology firm. Target audience: finance professionals and business owners. Constraints: limited content creation resources.","Launch a ""Finverge Insights"" blog, focusing on in-depth articles and research reports on industry trends and innovations. Utilize AI-powered content generation tools to create high-quality, engaging content. Collaborate with industry influencers and thought leaders for guest posts and interviews. Repurpose blog content into social media posts, email newsletters, and LinkedIn articles to maximize reach.",awareness,0.6333,website traffic,awareness,0.4557,lead_generation,0.2443,lead_generation,awareness,0.6734,0.6667,rule_zero_shot_agreement,False,professional,0.9542,industry|research|insights,professional,0.3945,luxury,0.1943,professional,professional,0.7464,1.0,rule_zero_shot_agreement,False,False,0.7089610426532617,rule_bart_mnli_phi3_ensemble,True
399,Create a social media campaign to increase brand awareness among Gen Z.,"Company: Eco-Friendly Fashion Brand, Target Audience: 16-24-year-olds, Constraints: Limited budget, Goals: 20% increase in followers, Stage: Strategy.","20% increase in followers, Stage: Strategy.","Company: Eco-Friendly Fashion Brand, Target Audience: 16-24-year-olds, Constraints: Limited budget,","Company: Eco-Friendly Fashion Brand, Target Audience: 16-24-year-olds, Constraints: Limited budget,","""GreenThreads"" campaign: Collaborate with eco-influencers, share engaging content (reels, stories, posts) highlighting sustainable fashion practices, and offer limited-time discounts to encourage sharing and tagging friends. Utilize Instagram's ""Reels"" feature and TikTok's ""Reaction"" feature to increase engagement.",awareness,0.6333,followers,awareness,0.3948,engagement,0.3272,awareness,awareness,0.646,1.0,rule_zero_shot_agreement,True,persuasive,0.6333,offer,humorous,0.2381,emotional,0.2252,professional,professional,0.6,0.3333,phi3_tiebreak,True,True,0.6225752966509353,rule_bart_mnli_phi3_ensemble,True
400,Develop a content marketing strategy to establish thought leadership in the AI industry.,"Company: AI Solutions Provider, Target Audience: Tech-savvy professionals, Constraints: High competition, Goals: 50% increase in website traffic, Stage: Content Creation.","50% increase in website traffic, Stage: Content Creation.","Company: AI Solutions Provider, Target Audience: Tech-savvy professionals, Constraints: High competition,","Company: AI Solutions Provider, Target Audience: Tech-savvy professionals, Constraints: High competition,","""AI Insights"" blog series: Publish in-depth articles on AI trends, applications, and innovations. Utilize SEO optimization and social media promotion to increase visibility. Offer downloadable whitepapers and webinars to capture leads.",awareness,0.6333,website traffic,awareness,0.5591,engagement,0.1588,awareness,awareness,0.7199,1.0,rule_zero_shot_agreement,False,professional,0.1833,insights,luxury,0.2321,professional,0.2292,professional,professional,0.2533,0.6667,three_method_majority,True,True,0.4270253739533519,rule_bart_mnli_phi3_ensemble,True
